id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Candidate_name,subjectivity,polarity,Analysis
1591709187578515456,1591443283540049920,1668328017000.0,2022-11-13 09:26:57,+0100,,he left his shame for your candidate,en,[],[],1195058259062919170,1195058259062919170,ibekemed,DOUGIE I,7,09,https://twitter.com/ibekemed/status/1591709187578515456,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'EzeAyoka', 'name': 'Ihéanāchó', 'id': '3950722643'}, {'screen_name': 'SimbadTx', 'name': 'Kunle Salawu', 'id': '2834712487'}, {'screen_name': 'PeterObi', 'name': 'Peter Obi', 'id': '1050779471731707904'}]",,,,,Peter Obi,0.0,0.0,Neutral
1591709184198086658,1591709184198086658,1668328016000.0,2022-11-13 09:26:56,+0100,,if truly it time for nigeria to be liberated then the man whom god has chosen is peter obi   it time to do away with party affiliation religion and tribal ties   we honestly need a true change,en,[],[],1441186296,1441186296,PromiseSlim,W O N T E D 🇳🇬,7,09,https://twitter.com/PromiseSlim/status/1591709184198086658,[],[],0,,False,0,0,0,https://twitter.com/JaypeeGeneral/status/1591479647224709121,peter obi,,,,,,,[],,,,,Peter Obi,0.775,0.475,Positve
1591709177734483968,1591709177734483968,1668328015000.0,2022-11-13 09:26:55,+0100,,let relate this back to obi he a lone good man we must protect him if not the gang will mess him up protect obi pray for him and above all vote for peter obi dont forget to tell people about him today,en,[],[],1132984085679398912,1132984085679398912,ByHimILive,Amazing(Ezinne),7,09,https://twitter.com/ByHimILive/status/1591709177734483968,[],[],0,,False,0,0,0,https://twitter.com/General_Oluchi/status/1591617166188728320,peter obi,,,,,,,[],,,,,Peter Obi,0.21875000000000003,0.13124999999999998,Positve
1591709133128216576,1591709133128216576,1668328004000.0,2022-11-13 09:26:44,+0100,,truth is self selling  but fabrications requires a lot more to sell,en,['igboness'],[],779652077186387972,779652077186387972,igboness,Igboness,7,09,https://twitter.com/igboness/status/1591709133128216576,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1591709065679339521/pu/img/JijvghjvWr-pzFcu.jpg,False,0,0,0,,peter obi,,,,,,,[],,,,,Peter Obi,0.5,0.5,Positve
1591709102790639616,1591568703057186816,1668327997000.0,2022-11-13 09:26:37,+0100,,when arise tv tried to humiliate peter obi you were praising them now the table as turned,en,[],[],1447917499564048386,1447917499564048386,EzeochaPatrick,Patrick Ezeocha,7,09,https://twitter.com/EzeochaPatrick/status/1591709102790639616,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'fkeyamo', 'name': 'Festus Keyamo, SAN', 'id': '996143635'}]",,,,,Peter Obi,0.0,0.0,Neutral
1591709087816974336,1591697540281696256,1668327993000.0,2022-11-13 09:26:33,+0100,,peter obi is your president wether you want to like it or not,en,[],[],4137578786,4137578786,XL9191,Abido.eth,7,09,https://twitter.com/XL9191/status/1591709087816974336,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'gbemmy_dav', 'name': '♥DAVE™', 'id': '363513322'}]",,,,,Peter Obi,0.0,0.0,Neutral
1591709074164441089,1591709074164441089,1668327990000.0,2022-11-13 09:26:30,+0100,,listen to the decorum and intelligence in an around the  presidential spokespersons compare with the touts on the other side it will help you get a feel of the administration that will come when po comes,en,[],[],51413142,51413142,Ucheanyanw,Uche,7,09,https://twitter.com/Ucheanyanw/status/1591709074164441089,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1591708930274693120/pu/img/6NUKFgaZkt8qmoxo.jpg,False,1,0,1,,peter obi,,,,,,,[],,,,,Peter Obi,0.375,-0.125,Negative
1591709071404503040,1591709071404503040,1668327989000.0,2022-11-13 09:26:29,+0100,,elections peter obi is the best packaged fraud aac presidential candidate sowore  sahara reporters,en,[],[],705785074004971520,705785074004971520,DeboAdeniran,Debo Adeniran,7,09,https://twitter.com/DeboAdeniran/status/1591709071404503040,['https://saharareporters.com/2022/11/11/2023-elections-peter-obi-best-packaged-fraud-aac-presidential-candidate-sowore'],[],0,,False,0,0,0,,peter obi,,,,,,,[],,,,,Peter Obi,0.3,1.0,Positve
1591709071115431937,1591352521762934786,1668327989000.0,2022-11-13 09:26:29,+0100,,i will give u a convincing response but simply tell me why u think peter obi is better off other presidential candidates includes factspls,en,[],[],400662303,400662303,Phar_Jay,pharjay,7,09,https://twitter.com/Phar_Jay/status/1591709071115431937,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'victorshan482', 'name': 'Victor', 'id': '1489808517401878530'}, {'screen_name': 'OyessMan', 'name': 'Fʀɪᴇɴᴅʟʏ♡Rᴇᴍɪɴᴅᴇʀ📍', 'id': '1504464759214669831'}]",,,,,Peter Obi,0.5580357142857143,0.21875,Positve
1591709052517621762,1591320797641314305,1668327985000.0,2022-11-13 09:26:25,+0100,,peter obi has my vote plus my family by the grace of god he our incoming president,en,[],[],1518739519356420099,1518739519356420099,FeyisolaLanre,Lanre Feyisola,7,09,https://twitter.com/FeyisolaLanre/status/1591709052517621762,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'SavvyRinu', 'name': 'Rinu Oduala 🔥🔫', 'id': '991043283534139392'}]",,,,,Peter Obi,0.0,0.0,Neutral
1591709043894194176,1591709043894194176,1668327983000.0,2022-11-13 09:26:23,+0100,,abuja pastors supporting tinubu speaks on why peter obi will lose election,en,[],[],1539945889455869954,1539945889455869954,ak_gbamila,Ak gbamila,7,09,https://twitter.com/ak_gbamila/status/1591709043894194176,['https://ajapareporter.com/2023-abuja-pastors-supporting-tinubu-speaks-on-why-peter-obi-will-lose-election/'],[],0,,False,0,0,0,,peter obi,,,,,,,[],,,,,Peter Obi,0.25,0.25,Positve
1591708982791618561,1591708982791618561,1668327968000.0,2022-11-13 09:26:08,+0100,,elections peter obi is the best packaged fraud aac presidential candidate sowore  sahara reporters,en,[],[],149320556,149320556,debo_adeniran,Debo Adeniran,7,09,https://twitter.com/debo_adeniran/status/1591708982791618561,['https://saharareporters.com/2022/11/11/2023-elections-peter-obi-best-packaged-fraud-aac-presidential-candidate-sowore'],[],0,,False,0,0,0,,peter obi,,,,,,,[],,,,,Peter Obi,0.3,1.0,Positve
1591708970296938498,1591443283540049920,1668327965000.0,2022-11-13 09:26:05,+0100,,call police naaa,en,[],[],1195058259062919170,1195058259062919170,ibekemed,DOUGIE I,7,09,https://twitter.com/ibekemed/status/1591708970296938498,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'Mannyfiquee', 'name': 'Manuell🥇', 'id': '4601909909'}, {'screen_name': 'SimbadTx', 'name': 'Kunle Salawu', 'id': '2834712487'}, {'screen_name': 'PeterObi', 'name': 'Peter Obi', 'id': '1050779471731707904'}]",,,,,Peter Obi,0.0,0.0,Neutral
1591708923777748992,1591708923777748992,1668327954000.0,2022-11-13 09:25:54,+0100,,it remarkable and depressing to note that many nigerians who rave and rant against corruption actually side with the anambra house of reps who impeached peter obi for saving money all those years ago,en,[],[],1542739002960318464,1542739002960318464,jollynony,naijaPatriot,7,09,https://twitter.com/jollynony/status/1591708923777748992,[],[],0,,False,0,0,0,,peter obi,,,,,,,[],,,,,Peter Obi,0.5625,0.1625,Positve
1591708916429512705,1591708916429512705,1668327952000.0,2022-11-13 09:25:52,+0100,,you need sound education and peter obi as president will make it happen  no worry shalom,en,[],[],1161139445007101952,1161139445007101952,The_Real_Uchman,Uchman,7,09,https://twitter.com/The_Real_Uchman/status/1591708916429512705,[],[],0,,False,0,0,0,https://twitter.com/bolaji00305762/status/1591663579073286149,peter obi,,,,,,,[],,,,,Peter Obi,0.4,0.4,Positve
1591708908934107137,1591706057491054593,1668327951000.0,2022-11-13 09:25:51,+0100,,against all odds you will be president your presidency will bring hope and peace to nigeria because no one will feel left out it will happen the throne of god is on fire because the prayers consistently before him by ordinary citizens who want a good nation,en,[],[],133804912,133804912,cgese,Winny,7,09,https://twitter.com/cgese/status/1591708908934107137,[],[],0,,False,0,1,0,,peter obi,,,,,,,[],,,,,Peter Obi,0.3375,0.175,Positve
1591708897009872896,1591708897009872896,1668327948000.0,2022-11-13 09:25:48,+0100,,seriously this is an unplanned visit to the auchi monarch by peter obi  what the dictionary definition of organic crowd again,en,[],[],1521805382871654401,1521805382871654401,AlexDafe1,Alex Dafe,7,09,https://twitter.com/AlexDafe1/status/1591708897009872896,[],[],0,,False,0,0,0,https://twitter.com/iam_collins82/status/1591141160999088128,peter obi,,,,,,,[],,,,,Peter Obi,0.6666666666666666,-0.3333333333333333,Negative
1591708896028413952,1591708896028413952,1668327947000.0,2022-11-13 09:25:47,+0100,,peter obi  is set to commission the nkpoluoroworukwo flyover bridge in river state on november                    authentic voice,en,['photo'],[],1188546430442586112,1188546430442586112,Authenticvoice6,Authentic voice,7,09,https://twitter.com/Authenticvoice6/status/1591708896028413952,[],['https://pbs.twimg.com/media/Fhbizf4XgAEApEK.jpg'],1,https://pbs.twimg.com/media/Fhbizf4XgAEApEK.jpg,False,0,0,0,,peter obi,,,,,,,[],,,,,Peter Obi,0.75,0.5,Positve
1591708803011076097,1590583205362827264,1668327925000.0,2022-11-13 09:25:25,+0100,,you need to tag both of them here so they will see it and take action,en,[],[],1308299626890616832,1308299626890616832,NwachukwuEzec,Nwachukwu Eze,7,09,https://twitter.com/NwachukwuEzec/status/1591708803011076097,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'iamthe_jabal', 'name': 'Al-Jabal', 'id': '1346156791869165568'}]",,,,,Peter Obi,0.1,0.1,Positve
1591708714385432576,1591351943066423296,1668327904000.0,2022-11-13 09:25:04,+0100,,tinubu built agege motor road built  houses through lsdpc funny how u can recognise ambodes achievements but r blind to tinubus achievements cos of politics  tinubu built roads still standing after years but we cant find any road project peter obi built still standing,en,[],[],910133545066225664,910133545066225664,gbonjunbolaO,gbonju o,7,09,https://twitter.com/gbonjunbolaO/status/1591708714385432576,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'iykedanl', 'name': 'POWER', 'id': '1385509993504456706'}, {'screen_name': 'Marvy_olu', 'name': 'Pastor Who', 'id': '873046736591142912'}]",,,,,Peter Obi,0.8333333333333333,-0.125,Negative
1591708623570620418,1591166054851833858,1668327883000.0,2022-11-13 09:24:43,+0100,,no be you go tell me who i will thumbs up for,en,[],[],424465468,424465468,femistico,Oluwafemi,7,09,https://twitter.com/femistico/status/1591708623570620418,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'akanjigiwa', 'name': 'Market2Market Guru', 'id': '1537139717950652420'}, {'screen_name': 'gauchocarter10', 'name': 'Emeritus Gaúcho (OBIDIENT)100%', 'id': '1271884828405911552'}, {'screen_name': 'horlharHamzat', 'name': 'Hamzat Akeem', 'id': '1563491986081849350'}, {'screen_name': 'Leggendary_', 'name': 'Legendary', 'id': '1584428584252411904'}, {'screen_name': 'Qdpaper2', 'name': 'Qudus Akanbi Eleyi Of Lagos.', 'id': '1497996117153353737'}, {'screen_name': 'PeterObi', 'name': 'Peter Obi', 'id': '1050779471731707904'}]",,,,,Peter Obi,0.0,0.0,Neutral
1591708618550022144,1591687218535563265,1668327881000.0,2022-11-13 09:24:41,+0100,,this is big my brother god bless you largely,en,[],[],1070023377614716929,1070023377614716929,CallistusNwosa,Callistus Nwosa,7,09,https://twitter.com/CallistusNwosa/status/1591708618550022144,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'solakafinta', 'name': 'SOLA Kafinta', 'id': '2727211264'}, {'screen_name': 'PeterObi', 'name': 'Peter Obi', 'id': '1050779471731707904'}, {'screen_name': 'YeleSowore', 'name': 'Omoyele Sowore', 'id': '1051795722'}, {'screen_name': 'SaharaReporters', 'name': 'Sahara Reporters', 'id': '17409452'}]",,,,,Peter Obi,0.2642857142857143,0.10714285714285714,Positve
1591708616901681153,1591166054851833858,1668327881000.0,2022-11-13 09:24:41,+0100,,oga pease face your campaign we are nigerian citizens before being your supporters and as nigerian citizens we have the right to swear for any idiot reno is there calling you a fraud amp a liar everyday as well as insulting igbos has atiku called him to order enough of this,en,[],[],361262301,361262301,SexUwant,Candy Cindy,7,09,https://twitter.com/SexUwant/status/1591708616901681153,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'PeterObi', 'name': 'Peter Obi', 'id': '1050779471731707904'}]",,,,,Peter Obi,0.6871428571428572,-0.34285714285714286,Negative
1591708606332014594,1591460400985423872,1668327878000.0,2022-11-13 09:24:38,+0100,,how is this humility someone is desperate to win votes you cant compare obi to atiku or tinubu even he said it himself they are in different age bracket this is not humility this is guy man things,en,[],[],191979340,191979340,beninghone,Otunba GCFRN 🌎,7,09,https://twitter.com/beninghone/status/1591708606332014594,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'ziter001', 'name': 'Ibrahim H Abdulkarim', 'id': '24262728'}, {'screen_name': 'PeterObi', 'name': 'Peter Obi', 'id': '1050779471731707904'}, {'screen_name': 'funkeakindele', 'name': 'Funke Akindele', 'id': '231416608'}]",,,,,Peter Obi,0.6666666666666666,0.0666666666666667,Positve
1591708602980786177,1591492653564428289,1668327878000.0,2022-11-13 09:24:38,+0100,,shit up your ponmo mouth there fake news peddler let see how the drug peddler peter obi will make it pass the ballot next year nonsense,en,[],[],1569387170154090497,1569387170154090497,QueenTheLaw,QueenTheQueen,7,09,https://twitter.com/QueenTheLaw/status/1591708602980786177,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'FS_Yusuf_', 'name': 'FS Yusuf', 'id': '468685040'}, {'screen_name': 'inecnigeria', 'name': 'INEC Nigeria', 'id': '229860431'}]",,,,,Peter Obi,0.6,-0.2333333333333333,Negative
1591708601579601920,1591698433613635584,1668327877000.0,2022-11-13 09:24:37,+0100,,lol she is only making reference to governor  blaming  for investing in anambra,en,[],[],1327628833302962177,1327628833302962177,GodfredIkpeme,@fredmannyrealty,7,09,https://twitter.com/GodfredIkpeme/status/1591708601579601920,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'Postsubman', 'name': 'Postsubman', 'id': '913431260554567680'}]",,,,,Peter Obi,0.85,0.4,Positve
1591708598836633600,1591706057491054593,1668327877000.0,2022-11-13 09:24:37,+0100,,i pray for  and i want you to keep doing what you are doing you are teaching us decency in politics teaching us that the people matter teaching us that love leads teaching us that leadership is service and above all teaching us humility,en,[],[],133804912,133804912,cgese,Winny,7,09,https://twitter.com/cgese/status/1591708598836633600,[],[],0,,False,0,1,0,,peter obi,,,,,,,[],,,,,Peter Obi,0.35,0.25,Positve
1591708598392217600,1591703295369912321,1668327877000.0,2022-11-13 09:24:37,+0100,,you guys fail to understand that we are supporting labour party because of  so here is mainly a function of candidates and not party as we wont vote labour party from top to bottom,en,[],[],356891318,356891318,leumas4samuel,Mbilitem Samuel,7,09,https://twitter.com/leumas4samuel/status/1591708598392217600,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'ChigozieIAlex', 'name': 'Chigozie I. Alex 4 Obi-Datti🇳🇬', 'id': '761086264757989376'}, {'screen_name': 'NgLabour', 'name': 'LabourPartyNG', 'id': '1529562333751689217'}]",,,,,Peter Obi,0.3458333333333333,0.10416666666666666,Positve
1591708564149649408,1591003246340239360,1668327868000.0,2022-11-13 09:24:28,+0100,,according to soludo poverty rate was  under obi it declined to  last year under obiano so obiano brought down poverty rate from  to   during his  year term remember peter obi was already in pdp and was probably supporting the pdp candidate for governor,en,[],[],50513219,50513219,ShakaUtd,Shaka Sule,7,09,https://twitter.com/ShakaUtd/status/1591708564149649408,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'Ben03507412', 'name': 'Ben', 'id': '1184577834884456449'}, {'screen_name': 'MASalami_', 'name': 'عبد المجيد \u200e(Danladi)', 'id': '1280564543870164992'}, {'screen_name': 'Oyinkitana', 'name': 'OyinD//SouthWest Citizens for PeterObi💡', 'id': '1479860096305799177'}]",,,,,Peter Obi,0.20185185185185187,0.03148148148148147,Positve
1591708539344805889,1591364125807943680,1668327862000.0,2022-11-13 09:24:22,+0100,,i must tell say that youre just a frosh in politics if you dont know that its about numbers traditional rules are always paramount and play big roles in their societies so wake up lad,en,[],[],544166780,544166780,pyzaroti,@Official_Pizzaro,7,09,https://twitter.com/pyzaroti/status/1591708539344805889,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'AdemolaAwosanya', 'name': 'Ademola AWOSANYA', 'id': '1551685218372915205'}, {'screen_name': 'BME152521', 'name': ""Benjamin Mayor 🇳🇬🇩🇪🇬🇷. I'm Obidients"", 'id': '1476784820168581120'}, {'screen_name': 'PeterObi', 'name': 'Peter Obi', 'id': '1050779471731707904'}]",,,,,Peter Obi,0.425,0.0,Neutral
1591708537230692357,1590819882894958592,1668327862000.0,2022-11-13 09:24:22,+0100,,what happened to our party if it happened to any other party by now they will definitely not be able to have a candidate for presidency kudos to the people of progressive ideology who manage the little time frame to submit the name of the party presidential candidate,en,[],[],1202988571101159425,1202988571101159425,Apostlekay7,APOSTLEKAY,7,09,https://twitter.com/Apostlekay7/status/1591708537230692357,[],[],0,,False,1,0,0,,peter obi,,,,,,,"[{'screen_name': 'Agbeti', 'name': 'Zuriel', 'id': '103083533'}, {'screen_name': 'Sirodue1', 'name': 'SirOdue', 'id': '898577342389297152'}, {'screen_name': 'YeleSowore', 'name': 'Omoyele Sowore', 'id': '1051795722'}, {'screen_name': 'CCSoludo', 'name': 'Chukwuma Charles SOLUDO', 'id': '1038847045249978368'}, {'screen_name': 'PeterObi', 'name': 'Peter Obi', 'id': '1050779471731707904'}, {'screen_name': 'channelstv', 'name': 'Channels Television', 'id': '125346858'}, {'screen_name': 'takeitback', 'name': 'TakeItBack.Org', 'id': '3041493703'}]",,,,,Peter Obi,0.5,-0.1875,Negative
1591708504259440640,1591457115641872384,1668327854000.0,2022-11-13 09:24:14,+0100,,instead of atiku why not rally around kwankwaso and shun atiku so if we dont have peter obi well atleast have another competent person why do you guys like the bad ones,en,[],[],1388946975282843648,1388946975282843648,I_am_Victor3,Victor,7,09,https://twitter.com/I_am_Victor3/status/1591708504259440640,['https://twitter.com/ayemojubar/status/1588090661101764609?t=RPC0R1oeOeBTGKFpgN8yKw&s=19'],[],0,,False,0,0,0,https://twitter.com/ayemojubar/status/1588090661101764609?t=RPC0R1oeOeBTGKFpgN8yKw&s=19,peter obi,,,,,,,"[{'screen_name': 'Maibitil_', 'name': 'Maibitil', 'id': '1313947320229285893'}]",,,,,Peter Obi,0.6666666666666666,-0.09999999999999992,Negative
1591708494616760322,1591707552223469568,1668327852000.0,2022-11-13 09:24:12,+0100,,he is prepared to save the country from total collapse peter obi will be president theres no going back we have a country to save,en,['obidatti2023'],[],1421163565856169985,1421163565856169985,Oforkansi10,Tinubu’s Pampers,7,09,https://twitter.com/Oforkansi10/status/1591708494616760322,[],['https://pbs.twimg.com/media/FhbicB4VsAIGfVt.jpg'],1,https://pbs.twimg.com/media/FhbicB4VsAIGfVt.jpg,False,2,0,1,,peter obi,,,,,,,"[{'screen_name': 'ARISEtv', 'name': 'ARISE NEWS', 'id': '1087778780'}]",,,,,Peter Obi,0.375,0.0,Neutral
1591708477168226304,1591708477168226304,1668327848000.0,2022-11-13 09:24:08,+0100,,pastor dey pray for nigeria and concerning  elections the next thing i heard was  shouting amen peter obi manifest in jesus name the will of god peter obi be done in jesus name,en,[],[],212057902,212057902,ladyufoma,Ufomamena Fidelia Bello,7,09,https://twitter.com/ladyufoma/status/1591708477168226304,[],[],0,,False,1,1,1,,peter obi,,,,,,,[],,,,,Peter Obi,0.0,0.0,Neutral
1591708466544001024,1591698433613635584,1668327845000.0,2022-11-13 09:24:05,+0100,,lol she is only making reference to governor  blaming  for investing in anambra,en,[],[],1327628833302962177,1327628833302962177,GodfredIkpeme,@fredmannyrealty,7,09,https://twitter.com/GodfredIkpeme/status/1591708466544001024,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'octacore_', 'name': 'Ich bin Maazi Chukwuemeka', 'id': '299320186'}, {'screen_name': 'Postsubman', 'name': 'Postsubman', 'id': '913431260554567680'}]",,,,,Peter Obi,0.85,0.4,Positve
1591708420021055489,1591591073679577088,1668327834000.0,2022-11-13 09:23:54,+0100,,tell them brother make them hear,en,[],[],2245976075,2245976075,JoeTommy5,Joe Tommy,7,09,https://twitter.com/JoeTommy5/status/1591708420021055489,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'BiggVin', 'name': 'Hon Engr.Vin Otti.(ASQ,CQE,AWS,ASME,IATF) 🇺🇸🇳🇬', 'id': '199277971'}, {'screen_name': 'PeterObi', 'name': 'Peter Obi', 'id': '1050779471731707904'}, {'screen_name': 'NgLabour', 'name': 'LabourPartyNG', 'id': '1529562333751689217'}]",,,,,Peter Obi,0.0,0.0,Neutral
1591708413402222592,1591443283540049920,1668327832000.0,2022-11-13 09:23:52,+0100,,come of it bruh  among the contestants everyone including you know hes the fairest candidate,en,[],[],1416353146008481795,1416353146008481795,ben88827872,ben,7,09,https://twitter.com/ben88827872/status/1591708413402222592,[],[],0,,False,0,0,0,,peter obi,,,,,,,"[{'screen_name': 'joeljacob202', 'name': 'The °Shrek°', 'id': '1508927192566222850'}, {'screen_name': 'diewaitalbright', 'name': 'Albright Onwukwe', 'id': '1539490738957733890'}, {'screen_name': 'usmanzakkah15', 'name': 'Usman Zakkah', 'id': '1564614937414098953'}, {'screen_name': 'SimbadTx', 'name': 'Kunle Salawu', 'id': '2834712487'}, {'screen_name': 'PeterObi', 'name': 'Peter Obi', 'id': '1050779471731707904'}]",,,,,Peter Obi,0.0,0.0,Neutral
